-1.1255,1.444,1,0
-0.42764,1.575,1,0
-2.631,0.028417,1,0
-0.95076,1.2354,1,0
-1.2433,1.2118,1,0
-2.1189,0.2685,1,0
-1.6484,0.92867,1,0
-1.2305,1.3327,1,0
0.51152,3,1,0
0.075989,2.1616,1,0
-2.1416,-0.13992,1,0
0.21892,2.1146,1,0
-1.0244,1.6567,1,0
-1.4489,0.69537,1,0
-1.0302,1.5523,1,0
-1.5253,0.93631,1,0
-1.4818,1.3045,1,0
-0.61294,1.1519,1,0
-0.65639,1.5634,1,0
-0.65197,1.3109,1,0
-1.0534,2.0269,1,0
-2.065,0.67387,1,0
-1.0288,1.6594,1,0
-0.5373,1.4424,1,0
-1.1517,1.0907,1,0
-0.85789,1.3801,1,0
-1.0236,1.5925,1,0
-1.5783,0.79118,1,0
-1.2567,1.3017,1,0
-1.8388,0.12904,1,0
-0.93665,1.2952,1,0
-2.0325,0.28242,1,0
-1.9904,0.12575,1,0
-1.8507,0.7682,1,0
-3,-0.22642,1,0
-0.64056,1.6349,1,0
-1.2399,0.79955,1,0
-1.8213,0.94919,1,0
-0.67722,1.6853,1,0
-2.3363,0.16755,1,0
-1.47,0.95578,1,0
-1.5449,0.82241,1,0
-1.2431,0.69133,1,0
-1.2465,1.0598,1,0
-1.8805,0.40435,1,0
-1.4311,0.73343,1,0
-1.5037,0.62931,1,0
-1.077,1.1352,1,0
-0.82635,0.96722,1,0
-0.81773,1.7264,1,0
-1.8799,0.74748,1,0
-1.3733,1.0237,1,0
-2.0686,0.45295,1,0
-2.0144,0.30361,1,0
-1.4186,1.2501,1,0
-0.58985,1.634,1,0
-1.8293,0.47578,1,0
-1.215,1.5005,1,0
-1.5364,0.83884,1,0
-0.81337,1.3361,1,0
-2.0012,0.44221,1,0
-1.3974,0.7942,1,0
-1.1175,0.95349,1,0
-0.82242,2.1185,1,0
-0.5836,2.0925,1,0
-1.3687,1.1105,1,0
-2.2179,0.021245,1,0
-1.8145,0.44953,1,0
-1.9864,0.48399,1,0
-0.14953,2.2275,1,0
-1.7463,0.38689,1,0
-1.0122,0.7327,1,0
-1.5185,0.54302,1,0
-0.93655,1.4696,1,0
-1.8267,0.75822,1,0
-2.1698,0.49365,1,0
-2.1807,0.3373,1,0
-1.1521,1.2558,1,0
-1.5104,0.79627,1,0
-1.5205,1.1273,1,0
-0.65084,1.2728,1,0
-1.2579,1.2382,1,0
-1.3084,0.86656,1,0
-0.56018,1.6071,1,0
-1.848,0.78176,1,0
-1.0399,1.5641,1,0
-0.96535,1.0782,1,0
-1.5461,1.2074,1,0
-1.2988,1.2569,1,0
-2.0426,0.46575,1,0
-2.0329,0.44132,1,0
-1.3585,0.98575,1,0
-1.0261,1.2351,1,0
-0.023015,2.1359,1,0
-1.7739,0.71505,1,0
-1.3141,1.2865,1,0
-1.4593,1.3457,1,0
-2.4556,0.26447,1,0
-1.6512,0.74894,1,0
-2.3811,0.36534,1,0
-0.77795,0.21742,0,1
-1.431,-0.5759,0,1
-0.36557,0.63779,0,1
-0.71125,0.42314,0,1
-0.80379,0.39349,0,1
-0.59921,0.16772,0,1
-0.73585,0.3454,0,1
-1.3834,-0.27118,0,1
-0.96395,0.25483,0,1
-0.95523,0.18849,0,1
-1.163,0.11073,0,1
0.02899,0.82183,0,1
-1.348,-0.30513,0,1
-1.137,0.15974,0,1
-1.2599,-0.73426,0,1
-1.5087,-0.52678,0,1
-0.98005,-0.2898,0,1
-1.0241,-0.10061,0,1
-0.052839,0.95297,0,1
-1.0106,0.21668,0,1
-1.4495,-0.60786,0,1
-0.013324,0.70133,0,1
-0.21187,0.69356,0,1
-1.0002,-0.05811,0,1
-1.6874,-0.46812,0,1
-1.1159,0.022855,0,1
-0.9605,-0.18752,0,1
-0.72793,0.19309,0,1
-1.0172,-0.53846,0,1
-0.63787,0.60175,0,1
-0.66559,0.1293,0,1
-1.5499,-0.73763,0,1
-1.3869,-0.36391,0,1
-1.2755,-0.57086,0,1
-1.1499,-0.11156,0,1
-1.0492,-0.16618,0,1
-0.86984,0.67425,0,1
-2.5074,-0.92473,0,1
-1.1226,-0.71693,0,1
-0.20772,0.77412,0,1
-1.4508,-0.7061,0,1
-0.37391,0.46202,0,1
-0.68799,0.3122,0,1
-0.89219,0.29352,0,1
-0.77832,0.12759,0,1
-1.7191,-0.17089,0,1
-0.92206,-0.042333,0,1
-0.013109,0.90399,0,1
-0.82365,0.32839,0,1
-0.85429,0.15646,0,1
-1.2718,0.017674,0,1
-0.89315,0.18511,0,1
-0.75151,0.019928,0,1
-0.64702,-0.15374,0,1
-1.0773,0.42416,0,1
-1.0039,-0.14036,0,1
0.21289,1.0314,0,1
-2.0924,-0.73212,0,1
0.32363,1.1244,0,1
-0.69483,0.035559,0,1
-0.33817,0.43724,0,1
-1.7725,-0.64565,0,1
-1.1942,0.23255,0,1
-1.0263,-0.22361,0,1
-0.64901,0.50122,0,1
-1.7757,-0.5384,0,1
-0.62269,0.2645,0,1
-1.5295,-0.68377,0,1
-0.84093,0.07373,0,1
-0.52535,0.38116,0,1
-0.70048,-0.11218,0,1
-0.29375,0.64078,0,1
-0.33494,0.34999,0,1
-1.227,-0.19299,0,1
-0.73816,0.3148,0,1
-1.385,-0.52728,0,1
-1.5882,-0.53673,0,1
-0.3787,0.61151,0,1
-0.87657,-0.34866,0,1
-0.90613,0.35521,0,1
-0.38608,1.1313,0,1
-0.55647,0.62098,0,1
-0.68804,0.19042,0,1
-0.20347,0.77432,0,1
-0.37601,0.26233,0,1
-0.74748,0.69801,0,1
-1.2483,0.052039,0,1
-1.2274,0.030203,0,1
-0.2348,0.41809,0,1
-1.7443,-0.50992,0,1
2.513,-1.4365,0,1
3,-0.75952,0,1
2.9405,-1.502,0,1
2.1604,-1.7969,0,1
2.2836,-1.6831,0,1
2.7485,-1.9111,0,1
2.4183,-1.2704,0,1
2.9653,-0.42852,0,1
1.9838,-2,0,1
2.6075,-1.3597,0,1
